listing_id,property_id,agent_id,listing_date,listing_channel,listed_price,sold_flag,days_on_market,close_date
L0007952,P001648,A00267,2023-06-03,Open,8198760,False,134,
L0007953,P004263,A00058,2023-01-06,Open,7506543,True,70,2023-03-17
L0007954,P001155,A00229,2022-05-05,Open,15706259,False,193,
L0007955,P003097,A00012,2023-02-19,Exclusive,8758866,False,44,
L0007956,P004157,A00131,2024-04-25,Exclusive,16835197,True,59,2024-06-23
L0007957,P000735,A00114,2022-01-06,Open,8366782,True,46,2022-02-21
L0007958,P003554,A00203,2023-04-22,Open,9274347,False,93,
L0007959,P000797,A00266,2024-06-09,Exclusive,23444969,False,96,
L0007960,P001847,A00012,2022-10-04,Exclusive,10372184,False,32,
L0007961,P001954,A00075,2022-11-24,Open,9171822,True,43,2023-01-06
L0007962,P000604,A00055,2022-10-13,Exclusive,14649810,False,176,
L0007963,P002711,A00030,2023-12-24,Open,5586296,False,125,
L0007964,P004058,A00166,2022-11-10,Exclusive,7480526,False,71,
L0007965,P000522,A00214,2023-09-09,Open,10514742,True,58,2023-11-06
L0007966,P002464,A00068,2023-02-24,Open,6358545,False,35,
L0007967,P002155,A00285,2024-08-23,Open,14448645,True,77,2024-11-08
L0007968,P002646,A00268,2023-07-02,Open,9940235,False,195,
L0007969,P003200,A00125,2024-02-03,Open,29531570,False,52,
L0007970,P000426,A00110,2023-01-24,Open,9775160,False,182,
L0007971,P000255,A00057,2023-11-03,Exclusive,30649024,True,77,2024-01-19
L0007972,P004111,A00091,2022-07-13,Open,35561136,False,142,
L0007973,P003417,A00086,2024-11-04,Exclusive,8391136,True,20,2024-11-24
L0007974,P001329,A00206,2024-01-04,Open,17268963,True,28,2024-02-01
L0007975,P004318,A00122,2024-02-05,Open,10827119,True,7,2024-02-12
L0007976,P000818,A00120,2023-11-04,Open,17143841,False,95,
L0007977,P000047,A00290,2022-06-20,Exclusive,9941922,True,69,2022-08-28
L0007978,P001758,A00240,2023-12-05,Open,5926668,False,92,
L0007979,P001907,A00250,2024-02-03,Exclusive,7638712,False,108,
L0007980,P002406,A00213,2024-07-25,Partner,24366296,True,30,2024-08-24
L0007981,P001305,A00045,2022-03-02,Open,5972674,True,7,
L0007982,P003494,A00194,2022-01-29,Open,20052538,True,90,2022-04-29
L0007983,P001464,A00146,2024-11-10,Open,15249864,False,201,
L0007984,P000187,A00184,2023-07-07,Open,11460879,True,85,2023-09-30
L0007985,P002515,A00070,2024-04-21,Open,9588362,False,74,
L0007986,P003806,A00277,2024-08-25,Exclusive,6968621,False,120,
L0007987,P001301,A00048,2022-07-18,Partner,17921456,False,131,
L0007988,P002323,A00265,2023-12-28,Exclusive,19199148,False,164,
L0007989,P000805,A00034,2023-03-26,Open,21492522,True,48,2023-05-13
L0007990,P002004,A00107,2023-12-31,Exclusive,21100522,False,169,
L0007991,P000457,A00015,2024-04-12,Exclusive,8257975,False,119,
L0007992,P000413,A00298,2024-02-23,Exclusive,8844525,False,108,
L0007993,P001541,A00121,2024-09-08,Exclusive,10676476,True,11,2024-09-19
L0007994,P001081,A00275,2024-11-18,Exclusive,24953911,False,135,
L0007995,P000818,A00103,2023-11-27,Partner,17072477,False,67,
L0007996,P002244,A00193,2024-08-01,Exclusive,20187252,False,41,
L0007997,P002327,A00152,2023-09-26,Open,17094564,True,86,2023-12-21
L0007998,P004044,A00289,2022-10-12,Open,17129921,False,70,
L0007999,P003641,A00196,2022-10-01,Exclusive,9699337,False,53,
L0008000,P002220,A00012,2024-05-02,Partner,18590233,True,54,2024-06-25
L0008001,P000884,A00068,2023-06-04,Exclusive,17167995,True,58,2023-08-01
L0008002,P002146,A00084,2022-07-04,Partner,40449626,True,78,2022-09-20
L0008003,P001056,A00054,2023-11-09,Open,13175779,False,88,
L0008004,P003036,A00058,2023-02-08,Open,9745551,True,48,2023-03-28
L0008005,P002432,A00009,2023-04-12,Open,7690553,False,54,
L0008006,P002018,A00223,2023-05-09,Open,24207272,False,89,
L0008007,P002976,A00246,2022-03-13,Open,8651400,True,55,2022-05-07
L0008008,P004238,A00159,2024-01-18,Open,23274955,False,100,
L0008009,P001346,A00219,2024-11-11,Exclusive,15578789,False,81,
L0008010,P000656,A00081,2022-07-06,Partner,14882982,False,144,
L0008011,P004181,A00221,2024-05-02,Exclusive,9648283,True,17,2024-05-19
L0008012,P002853,A00228,2024-11-23,Open,11174192,False,7,
L0008013,P003359,A00039,2022-10-12,Open,20714826,False,20,
L0008014,P000708,A00010,2024-02-29,Open,11626197,True,22,2024-03-22
L0008015,P002229,A00061,2022-11-10,Partner,16266039,True,22,2022-12-02
L0008016,P003768,A00228,2023-01-01,Partner,10811239,False,162,
L0008017,P004448,A00185,2024-04-15,Exclusive,22773234,False,85,
L0008018,P000402,A00220,2024-09-06,Exclusive,17659903,False,7,
L0008019,P003143,A00057,2022-10-14,Exclusive,9213750,False,108,
L0008020,P001543,A00184,2023-05-22,Partner,6836578,False,163,
L0008021,P001917,A00196,2024-03-13,Partner,8962620,False,47,
L0008022,P000885,A00139,2023-07-23,Open,10067245,False,81,
L0008023,P003373,A00224,2023-12-19,Partner,7034515,False,177,
L0008024,P003854,A00158,2022-07-22,Partner,13111030,False,99,
L0008025,P001618,A00260,2022-12-30,Exclusive,5560148,True,59,2023-02-27
L0008026,P000063,A00275,2024-12-10,Exclusive,18936624,False,7,
L0008027,P004441,A00172,2024-02-21,Open,16739267,True,53,2024-04-14
L0008028,P000886,A00118,2022-12-17,Exclusive,22429439,False,145,
L0008029,P004331,A00151,2022-07-21,Partner,7741406,True,47,2022-09-06
L0008030,P004480,A00066,2023-03-04,Open,7480769,False,151,
L0008031,P001209,A00289,2022-04-25,Partner,6034536,True,54,2022-06-18
L0008032,P001439,A00060,2023-10-14,Exclusive,12430293,False,158,
L0008033,P001349,A00208,2023-07-28,Exclusive,13508785,True,67,2023-10-03
L0008034,P002792,A00052,2022-08-05,Exclusive,15393470,False,71,
L0008035,P002483,A00242,2023-01-10,Exclusive,6890599,True,84,2023-04-04
L0008036,P003921,A00229,2024-06-19,Partner,15300124,True,113,
L0008037,P001119,A00068,2024-11-19,Exclusive,13685188,False,144,
L0008038,P001166,A00003,2024-05-27,Exclusive,7226407,True,79,2024-08-14
L0008039,P004327,A00173,2023-06-26,Partner,10686123,False,73,
L0008040,P001107,A00259,2022-03-29,Partner,7850478,False,65,
L0008041,P002663,A00101,2024-11-24,Partner,14228771,False,188,
L0008042,P001544,A00285,2022-03-11,Open,20194661,False,110,
L0008043,P004413,A00155,2023-07-27,Exclusive,10325904,True,18,2023-08-14
L0008044,P002905,A00236,2023-10-31,Exclusive,5488738,True,48,2023-12-18
L0008045,P002715,A00121,2023-11-02,Open,13028798,True,3,2023-11-05
L0008046,P000999,A00097,2023-10-03,Exclusive,14012182,True,5,2023-10-08
L0008047,P002947,A00094,2023-08-25,Open,9768907,True,17,2023-09-11
L0008048,P004117,A00096,2024-09-16,Exclusive,13169846,False,56,
L0008049,P002785,A00084,2024-05-01,Exclusive,22971039,True,40,2024-06-10
L0008050,P001766,A00058,2023-08-21,Open,27389179,False,118,
L0008051,P000733,A00155,2024-03-27,Partner,17640716,True,71,2024-06-06
L0008052,P001407,A00234,2024-11-27,Exclusive,7515583,True,69,2025-02-04
L0008053,P001742,A00163,2023-08-20,Exclusive,36693883,False,95,
L0008054,P001375,A00112,2024-08-21,Open,24968553,False,7,
L0008055,P002409,A00038,2022-12-22,Exclusive,15374954,False,118,
L0008056,P003243,A00281,2023-08-06,Exclusive,16152171,False,138,
L0008057,P000690,A00004,2023-07-19,Exclusive,12057190,True,17,2023-08-05
L0008058,P000599,A00140,2022-03-08,Exclusive,14206279,True,3,2022-03-11
L0008059,P000644,A00045,2022-09-16,Exclusive,18149808,True,33,2022-10-19
L0008060,P001816,A00059,2024-03-30,Exclusive,17342826,False,150,
L0008061,P003255,A00047,2024-09-25,Open,11462112,False,145,
L0008062,P001119,A00081,2024-08-13,Open,14063192,True,61,2024-10-13
L0008063,P003684,A00184,2022-11-29,Exclusive,7665845,True,53,2023-01-21
L0008064,P000534,A00148,2022-01-02,Exclusive,10171870,True,40,2022-02-11
L0008065,P000079,A00155,2023-11-26,Open,37905299,False,7,
L0008066,P004274,A00229,2022-06-11,Open,12829798,True,76,2022-08-26
L0008067,P004357,A00021,2024-07-27,Exclusive,19356235,False,189,
L0008068,P004075,A00063,2023-10-18,Partner,13655241,True,13,2023-10-31
L0008069,P003378,A00069,2024-05-16,Open,8136479,True,31,2024-06-16
L0008070,P000699,A00081,2022-02-19,Open,9867782,False,101,
L0008071,P001273,A00123,2023-06-26,Exclusive,9249270,True,105,2023-10-09
L0008072,P001456,A00177,2024-02-03,Open,18288028,False,179,
L0008073,P000584,A00057,2023-09-10,Open,5774355,True,57,2023-11-06
L0008074,P001096,A00275,2022-10-25,Partner,14308974,True,44,
L0008075,P002342,A00138,2024-08-04,Partner,26636034,False,142,
L0008076,P001425,A00258,2023-12-20,Partner,14015174,False,9,
L0008077,P003525,A00207,2022-03-18,Exclusive,11202509,False,45,
L0008078,P003618,A00122,2022-04-04,Partner,8268355,True,49,2022-05-23
L0008079,P004254,A00023,2022-12-28,Exclusive,17960260,True,22,2023-01-19
L0008080,P000657,A00273,2024-04-16,Exclusive,20671024,True,13,2024-04-29
L0008081,P002516,A00106,2022-10-14,Open,11341502,True,43,2022-11-26
L0008082,P002331,A00290,2022-03-12,Open,22398147,False,68,
L0008083,P001609,A00235,2024-03-29,Partner,11446109,False,129,
L0008084,P000305,A00114,2023-08-26,Open,25050879,True,83,2023-11-17
L0008085,P000248,A00197,2024-05-12,Exclusive,35413037,False,72,
L0008086,P001791,A00028,2023-08-17,Exclusive,10878223,False,123,
L0008087,P003727,A00142,2024-04-04,Open,26747675,False,86,
L0008088,P000478,A00131,2022-09-28,Open,35882614,False,38,
L0008089,P000717,A00189,2023-07-18,Exclusive,5541334,True,90,2023-10-16
L0008090,P001641,A00143,2023-04-06,Open,8189145,True,43,2023-05-19
L0008091,P002545,A00218,2023-07-23,Open,7815708,True,83,2023-10-14
L0008092,P002230,A00033,2022-12-24,Partner,24693175,False,71,
L0008093,P004206,A00250,2022-01-06,Open,12755700,True,36,2022-02-11
L0008094,P002562,A00249,2024-11-30,Open,20002991,False,143,
L0008095,P000955,A00216,2023-11-15,Exclusive,7111665,False,132,
L0008096,P001986,A00094,2024-12-03,Open,5852502,True,45,2025-01-17
L0008097,P004234,A00192,2022-04-13,Partner,12532171,True,62,2022-06-14
L0008098,P003355,A00176,2023-09-11,Exclusive,31248918,True,15,2023-09-26
L0008099,P000015,A00094,2023-12-08,Exclusive,11031136,False,45,
L0008100,P003861,A00028,2022-10-17,Open,52229781,False,23,
L0008101,P001959,A00015,2022-06-14,Open,15152925,False,7,
L0008102,P004326,A00248,2022-12-07,Exclusive,7825176,True,51,2023-01-27
L0008103,P004309,A00200,2023-04-11,Exclusive,8265816,True,25,2023-05-06
L0008104,P002957,A00142,2024-01-02,Exclusive,16107458,False,58,
L0008105,P002867,A00032,2022-12-31,Exclusive,9772237,True,43,2023-02-12
L0008106,P001145,A00289,2023-06-13,Exclusive,15531999,False,124,
L0008107,P003042,A00230,2023-04-30,Exclusive,19176621,False,103,
L0008108,P003885,A00282,2023-04-23,Open,5575900,False,55,
L0008109,P002936,A00271,2023-04-01,Open,27053795,False,80,
L0008110,P000463,A00169,2024-05-02,Exclusive,8413166,True,14,2024-05-16
L0008111,P001492,A00211,2023-02-19,Exclusive,9164735,False,61,
L0008112,P001636,A00269,2023-09-07,Open,7341110,False,147,
L0008113,P004413,A00104,2024-08-02,Partner,9620214,True,28,2024-08-30
L0008114,P000474,A00292,2024-08-01,Partner,18474273,False,64,
L0008115,P001068,A00060,2024-01-29,Exclusive,6248865,True,3,2024-02-01
L0008116,P003245,A00061,2023-01-09,Exclusive,6182286,True,38,2023-02-16
L0008117,P000856,A00131,2022-09-05,Exclusive,8371190,False,100,
L0008118,P000812,A00139,2023-08-18,Open,9682155,False,75,
L0008119,P002448,A00216,2024-03-01,Exclusive,10115847,False,90,
L0008120,P004119,A00041,2024-04-30,Open,11039057,False,119,
L0008121,P001446,A00239,2024-07-26,Open,8874443,False,47,
L0008122,P001080,A00010,2023-09-09,Partner,7070313,True,3,2023-09-12
L0008123,P004195,A00284,2022-08-17,Exclusive,10691737,True,75,2022-10-31
L0008124,P003584,A00271,2022-07-11,Partner,8382269,True,15,2022-07-26
L0008125,P000865,A00086,2022-12-24,Open,13729121,True,58,2023-02-20
L0008126,P001316,A00070,2024-07-02,Exclusive,7973698,True,49,2024-08-20
L0008127,P003387,A00130,2023-05-11,Exclusive,22471245,True,28,2023-06-08
L0008128,P001100,A00021,2022-07-16,Open,8042217,False,69,
L0008129,P001413,A00294,2022-02-06,Open,16158317,False,61,
L0008130,P000817,A00232,2022-06-28,Open,11841167,True,43,
L0008131,P001386,A00095,2023-04-19,Open,6863481,False,129,
L0008132,P000708,A00062,2023-12-16,Open,11794380,True,19,2024-01-04
L0008133,P003386,A00072,2024-12-04,Open,24530728,False,88,
L0008134,P003708,A00155,2023-01-13,Partner,8906371,False,85,
L0008135,P001106,A00018,2022-06-18,Open,11221145,False,232,
L0008136,P004238,A00265,2022-08-02,Exclusive,22167903,False,40,
L0008137,P000354,A00288,2023-09-04,Open,11110957,True,64,2023-11-07
L0008138,P001346,A00089,2024-03-30,Exclusive,16052265,False,52,
L0008139,P000457,A00168,2024-05-13,Exclusive,7100842,True,40,2024-06-22
L0008140,P003961,A00293,2023-08-18,Exclusive,24868089,False,250,
L0008141,P000212,A00082,2023-10-12,Exclusive,32847107,False,111,
L0008142,P001723,A00129,2023-06-14,Open,24096110,False,148,
L0008143,P002880,A00182,2024-06-28,Exclusive,10185127,False,223,
L0008144,P004315,A00108,2022-09-03,Exclusive,7635435,True,40,2022-10-13
L0008145,P002980,A00229,2022-12-15,Exclusive,16879868,True,33,2023-01-17
L0008146,P002508,A00250,2022-09-22,Open,17648449,False,12,
L0008147,P003913,A00233,2022-06-16,Exclusive,6704266,False,201,
L0008148,P001603,A00111,2024-08-25,Exclusive,11471013,False,102,
L0008149,P003241,A00032,2022-02-17,Partner,9503333,False,78,
L0008150,P001319,A00011,2022-04-26,Exclusive,9329575,True,20,2022-05-16
L0008151,P003549,A00061,2024-07-12,Exclusive,21134921,False,7,
L0008152,P000616,A00252,2023-08-09,Partner,15105386,False,48,
L0008153,P000699,A00011,2024-04-04,Exclusive,10180967,False,134,
L0008154,P001460,A00031,2023-11-26,Exclusive,7723746,False,185,
L0008155,P004305,A00039,2023-02-16,Exclusive,43379131,True,84,2023-05-11
L0008156,P000719,A00236,2023-04-17,Exclusive,10285552,True,40,2023-05-27
L0008157,P001615,A00059,2024-04-26,Exclusive,14478239,True,58,2024-06-23
L0008158,P002983,A00026,2022-04-03,Open,14439402,True,35,2022-05-08
L0008159,P003295,A00048,2022-01-12,Open,17644064,True,45,2022-02-26
L0008160,P002326,A00191,2024-04-23,Open,12274502,True,71,2024-07-03
L0008161,P002023,A00241,2024-12-23,Partner,8479557,True,41,2025-02-02
L0008162,P001874,A00212,2024-09-02,Open,13455509,False,147,
L0008163,P000129,A00147,2023-05-03,Open,9980717,False,79,
L0008164,P002415,A00292,2024-08-18,Open,10133886,True,15,2024-09-02
L0008165,P004051,A00037,2023-03-21,Exclusive,16099403,False,142,
L0008166,P001965,A00222,2022-03-28,Open,5938129,True,70,2022-06-06
L0008167,P000572,A00160,2022-04-07,Open,13543005,True,19,2022-04-26
L0008168,P000761,A00005,2023-02-26,Exclusive,11307196,False,173,
L0008169,P001100,A00145,2022-11-26,Exclusive,8260670,False,95,
L0008170,P000916,A00078,2022-09-03,Exclusive,13590180,True,37,2022-10-10
L0008171,P000467,A00245,2022-06-06,Exclusive,4670663,False,8,
L0008172,P004070,A00089,2024-10-14,Exclusive,11467568,False,123,
L0008173,P002684,A00240,2023-11-06,Exclusive,17476889,False,180,
L0008174,P003808,A00098,2023-09-09,Partner,6700090,True,44,2023-10-23
L0008175,P001827,A00057,2023-10-14,Open,9891110,True,5,2023-10-19
L0008176,P004237,A00179,2024-05-20,Open,11439591,True,73,2024-08-01
L0008177,P000540,A00025,2023-04-03,Exclusive,17765257,False,182,
L0008178,P003723,A00164,2023-12-29,Open,31887414,False,95,
L0008179,P003820,A00054,2023-11-04,Exclusive,13594146,False,126,
L0008180,P002287,A00136,2024-06-10,Exclusive,13365217,True,34,2024-07-14
L0008181,P000310,A00020,2024-07-31,Exclusive,26923163,True,12,2024-08-12
L0008182,P001976,A00111,2023-02-13,Exclusive,10962908,True,3,2023-02-16
L0008183,P001510,A00115,2022-05-11,Open,6394785,True,60,2022-07-10
L0008184,P003605,A00084,2024-07-07,Open,7773262,True,57,2024-09-02
L0008185,P001117,A00104,2022-12-25,Exclusive,8718628,False,7,
L0008186,P001684,A00016,2024-04-06,Open,6548757,False,105,
L0008187,P002458,A00148,2022-10-07,Open,18095150,True,43,2022-11-19
L0008188,P002676,A00035,2024-01-10,Open,16265719,True,97,2024-04-16
L0008189,P002972,A00004,2022-05-13,Exclusive,29609385,True,33,2022-06-15
L0008190,P001139,A00051,2022-07-24,Open,4956834,False,36,
L0008191,P003285,A00171,2024-08-09,Exclusive,19511093,True,26,2024-09-04
L0008192,P002175,A00237,2024-03-12,Exclusive,19845955,False,24,
L0008193,P001571,A00064,2022-05-29,Exclusive,8779258,False,219,
L0008194,P003070,A00184,2024-10-22,Open,26185410,True,73,
L0008195,P001697,A00094,2024-08-25,Open,25595530,True,79,2024-11-12
L0008196,P001797,A00067,2022-06-10,Exclusive,18750396,True,20,2022-06-30
L0008197,P001415,A00161,2024-10-27,Open,15842010,True,34,2024-11-30
L0008198,P002398,A00021,2024-08-04,Open,9725062,True,22,2024-08-26
L0008199,P001366,A00220,2022-12-29,Open,20571141,False,55,
L0008200,P004263,A00088,2022-01-23,Open,7507225,False,107,
L0008201,P000240,A00120,2023-08-23,Exclusive,8182978,False,7,
L0008202,P003922,A00234,2022-12-26,Open,13925304,False,58,
L0008203,P001920,A00193,2022-03-22,Partner,7564329,False,109,
L0008204,P002635,A00048,2022-07-03,Exclusive,36420254,False,128,
L0008205,P002732,A00088,2024-04-19,Open,14320084,False,7,
L0008206,P004098,A00121,2022-06-23,Exclusive,7239035,False,7,
L0008207,P003850,A00295,2022-02-18,Partner,16913819,True,30,2022-03-20
L0008208,P002499,A00075,2022-10-01,Exclusive,11081864,True,51,2022-11-21
L0008209,P001290,A00248,2022-08-12,Open,16474878,True,68,2022-10-19
L0008210,P000838,A00007,2023-09-26,Exclusive,7068835,True,68,2023-12-03
L0008211,P003108,A00162,2022-11-07,Open,7408117,False,140,
L0008212,P000737,A00172,2024-11-26,Partner,11340242,False,119,
L0008213,P002211,A00070,2024-06-22,Exclusive,12545708,False,165,
L0008214,P002244,A00269,2023-04-08,Exclusive,19494230,False,95,
L0008215,P002314,A00171,2022-08-25,Open,23788431,False,76,
L0008216,P004136,A00105,2024-03-29,Exclusive,8245720,True,9,2024-04-07
L0008217,P003909,A00259,2022-05-02,Exclusive,11162639,False,159,
L0008218,P000741,A00106,2024-08-09,Open,16546902,False,61,
L0008219,P000164,A00094,2024-12-01,Partner,18099776,False,87,
L0008220,P003752,A00185,2024-09-12,Open,9665761,True,61,
L0008221,P002638,A00277,2024-08-23,Open,32916453,False,7,
L0008222,P000783,A00053,2024-03-09,Exclusive,28284335,True,77,2024-05-25
L0008223,P000475,A00211,2024-02-01,Open,15149739,True,64,2024-04-05
L0008224,P002404,A00186,2022-01-10,Partner,10282561,False,82,
L0008225,P002020,A00060,2023-04-23,Open,8207623,True,39,2023-06-01
L0008226,P003792,A00271,2024-03-16,Exclusive,26135173,False,59,
L0008227,P001723,A00266,2022-07-19,Open,26533216,True,20,2022-08-08
L0008228,P002385,A00238,2023-01-12,Open,31651315,False,90,
L0008229,P000667,A00071,2024-04-29,Exclusive,14299339,False,7,
L0008230,P002462,A00040,2023-11-02,Exclusive,18541942,False,78,
L0008231,P004481,A00205,2024-08-29,Open,15935486,False,77,
L0008232,P000472,A00149,2024-02-05,Open,9152145,True,32,2024-03-08
L0008233,P003477,A00235,2024-08-08,Open,10444038,False,7,
L0008234,P001206,A00093,2022-04-04,Open,11935653,False,173,
L0008235,P002613,A00109,2022-02-13,Open,14624707,False,117,
L0008236,P003127,A00090,2024-06-29,Exclusive,12202815,False,37,
L0008237,P002427,A00210,2024-11-30,Open,9904143,True,71,2025-02-09
L0008238,P004484,A00243,2022-05-11,Exclusive,18206313,False,95,
L0008239,P003188,A00286,2022-08-09,Partner,28690459,False,164,
L0008240,P003130,A00225,2022-01-20,Partner,15287571,True,58,2022-03-19
L0008241,P002282,A00225,2023-02-10,Exclusive,25921997,False,58,
L0008242,P003667,A00244,2023-05-08,Partner,23324765,True,69,2023-07-16
L0008243,P000504,A00280,2024-10-29,Exclusive,7103672,False,95,
L0008244,P001274,A00298,2022-04-28,Exclusive,12330293,True,62,2022-06-29
L0008245,P003624,A00117,2022-08-23,Exclusive,11864181,False,177,
L0008246,P001225,A00047,2024-02-19,Exclusive,18678054,True,45,2024-04-04
L0008247,P001385,A00269,2023-08-24,Exclusive,16627486,False,74,
L0008248,P001361,A00126,2024-02-12,Open,8200979,True,38,2024-03-21
L0008249,P002719,A00130,2022-11-14,Exclusive,13702555,False,73,
L0008250,P003975,A00108,2022-07-02,Exclusive,5369382,False,98,
L0008251,P003781,A00287,2023-06-04,Exclusive,12253015,True,20,2023-06-24
L0008252,P001212,A00233,2024-01-31,Partner,10633807,True,28,2024-02-28
L0008253,P000233,A00080,2023-11-03,Open,15750174,False,57,
L0008254,P003477,A00107,2023-11-26,Exclusive,11072553,True,18,2023-12-14
L0008255,P004275,A00131,2022-09-23,Exclusive,21338747,True,23,2022-10-16
